reviews.text,cluster_label
Very nice for reading and watching videos Strong wi fi is a must Slippery to hold so buy a cover,Smart Speakers
Tablet stopped working after owning for two weeks Came back on after an hour,
Great device Works very well and use it throughout the dayKeeps me informed and great for looking up things and staying in contact,
I have done this like  times now Dont send me this ahsn Getting aggravating,Smart Speakers
I love the size and the HD quality Just what I was looking forDownloads apps really fast,Smart Speakers
Never thought a tablet at this price could be this good Totally recommended,
This is my sixth unit and has features many of the newer models didnt have,Smart Speakers
Thank,Smart Speakers
this is the perfect size for an older person who uses it minimally,Smart Speakers
I love the apps that are on here and everything else I think its the perfect tablet for a beginner has all of the apps that you will need,
Love this tablet GB memory but have expansion slot Bought GB micro SD card for  Love this feature,
I love Amazon Fire HD It is so easy to use and perfect for reading books on or cruising Social Media I love that it has Alexa included on it,Smart Speakers
This thing lasted not even a month before it went dead Going to try and take it back,Smart Speakers
Bought this so the grandkids could use it They already have one at their house My husband has been using it also  he likes it He has never used a tablet before but he has enjoyed it,
This is a fantastic tablet for the price This is a great alternative to an IPad,E-Book Readers
I had an original Kindle that I replaced with this newer one I love it,Smart Speakers
My  year old loves this so much to do on it She enjoys reading on it play games ,Smart Speakers
I purchased this tablet for my  year old son and he loves it Nice bright screen and has two speakers for pretty good sound for a tablet Great for games and watching videos,
This was purchased on Black Friday as an impulse buy and we absolutely love it It was a great price and the size of the tablet is perfect It works great,E-Book Readers
Great little tablet for someone who is always on the go,E-Book Readers
I love my tablet no regrets the pic are great I recommend it,
Its a great item to have when you are out and about Its easy to connect to WiFi and its small enough to fit in my purse,
Nice product for the price It does what we need it to do Easy to use and handy to have with you instead of a heavy laptop,
This was a surprise when we opened it up Bright and colorful,Smart Speakers
Nice look Great memory and camera For this much money everything is so good,
Bought this for my niece for Christmas She mostly uses as ereader and checking email,Smart Speakers
Im happy with my purchase is all I can say The only complaint I have is that the  mm Jack is right next to the volume button and it gets in the way,Smart Speakers
